nigeria_health_facilities
id,unique_id,state_unique_id,registration_no,start_date,close_date,facility_name,image_url,alt_facility_name,state_id,lga_id,ward_id,ownership_id,ownership_type_id,facility_level_id,facility_level_option_id,facility_level_options_category_id,physical_location,postal_address,longitude,latitude,phone_number,alternate_number,email_address,website,operational_days,operational_hours,operational_status_id,registration_status_id,license_status_id,outpatient,inpatient,doctors,pharmacists,dentist,pharmacy_technicians,nurses,lab_scientists,midwifes,lab_technicians,nurse_midwife,him_officers,community_health_officer,community_extension_workers,jun_community_extension_worker,dental_technicians,env_health_officers,attendants,beds,onsite_laboratory,onsite_imaging,onsite_pharmarcy,mortuary_services,ambulance_services,certificate_of_standard,status_id,created_by,created_at,updated_at,requested_by,requested_at,request_note,verified_by,verified_at,verify_note,validated_by,validated_at,validate_note,published_by,published_at,publish_note,facility_type_id,action,verified_id,verified_email,verified_mobile,validated_email,validated_mobile,published_email,published_mobile,state_name,lga_name,ward_name,facility_level_name,ownership_name,ownership_type,operational_status_name,registration_status_name,license_status_name,dhis2_synced
43105532,01/01/1/2/2/0016,AB/01/342,.,,,VICLIV Maternity And Clinic,[],,101,1001,10001,2,5,2,,,1Ikechukwu Appolos  Close  By Okiyi Street Aba,,7.344542,5.111032,8063561867,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,1,1,1,1,3,1,0,1,6,2,2,2,6,0,1,1,0,0,0,4,4,No,No,No,No,No,No,6,5,2026-06-08 11:13:17,2026-06-08 11:13:17,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ariaria,Secondary,Private,For Profit,Functional,Provisionally Registered,Licensed,0
35092849,01/01/1/1/1/0021,AB/01/347,,,,Asa Okpulor 2 Health Clinic,[],,101,1001,10003,1,1,1,2,,ASA Okpulor 2 Primary Health Clinic   Opposite Deeper Life Junction By Aba Port Harcourt Enugu Express Road,,7.326888,5.085969,7049505680,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,3,No,No,No,No,No,No,6,5,2026-06-08 11:13:17,2026-06-08 11:13:17,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Asa-Okpulor,Primary,Public,Local Government,Functional,Unknown,Unknown,0
42730637,01/01/1/1/1/0001,AB/01/327,,,,Asaokpulor Primary Health Centre,[],,101,1001,10003,1,1,1,3,,Bore_Hole By Rail Way.,,7.326888,5.085969,8130537006,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,0,1,0,1,1,1,1,0,1,2,6,1,0,0,0,0,7,No,No,No,No,No,No,6,5,2026-06-08 11:13:16,2026-06-08 11:13:16,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Asa-Okpulor,Primary,Public,Local Government,Functional,Unknown,Unknown,0
87530247,01/01/1/2/2/0065,AB/01/391,,,,Delight Hospital And Complex,[],Proff Hospital,101,1001,10003,2,5,2,,,Asaeme Asaokpulor By 30 Rooms At Port Harcourt Road By  Tank /If You Are Coming From Alaoji Stop At Flayover Take A  Motorcycle To  Proff Hospital  In Asaeme.,,7.332314,5.076500,8064790063,8039376491,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,1,1,1,1,3,1,0,2,2,2,1,2,5,2,2,2,0,0,0,22,12,No,No,No,No,No,No,6,5,2026-06-08 11:13:19,2026-06-08 11:13:19,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Asa-Okpulor,Secondary,Private,For Profit,Functional,Provisionally Registered,Licensed,0
26809261,01/01/1/1/1/0002,AB/01/328,,,,Asaokpuaja Primary Health Centre,[],Asaokpuaja ward health centre,101,1001,10002,1,1,1,3,,Along St Eugenes,,7.352946,5.110698,8064768337,8064768337,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,0,0,0,0,1,0,1,0,1,1,3,2,0,0,1,0,1,No,No,No,No,No,No,6,5,2026-06-08 11:13:16,2026-06-08 11:13:16,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Asaokpuaja,Primary,Public,Local Government,Functional,Unknown,Unknown,0
47535190,01/01/1/2/2/0022,AB/01/348,,,,Berma Hospital,[],,101,1001,10002,2,5,2,,,117/119 Omuma  Road Aba,,7.349345,5.107655,8035636424,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,3,0,0,1,3,1,3,1,3,2,0,3,0,0,0,11,22,Yes,No,Yes,No,No,No,6,5,2026-06-08 11:13:17,2026-06-08 11:13:17,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Asaokpuaja,Secondary,Private,For Profit,Functional,Registered,Licensed,0
46628730,01/01/1/2/2/0024,AB/01/350,,,,Onyemachi Maternity,[],,101,1001,10004,2,5,2,,,9A Power Line Aba,,7.345682,5.107907,8139310352,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,1,0,0,1,11,0,0,1,2,0,0,0,0,0,0,0,10,Yes,No,Yes,No,No,No,6,5,2026-06-08 11:13:17,2026-06-08 11:13:17,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Eugene,Secondary,Private,For Profit,Functional,Registered,Licensed,0
86731783,01/01/1/1/1/0026,AB/01/352,,,,Ariaria Health Post,[],,101,1001,10005,1,1,1,1,,263 Eunugu Port Harcourt Express Road Ariaria By Methodist Church Aba,,7.329307,5.113782,8053798958,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",12_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,No,No,No,No,No,No,6,5,2026-06-08 11:13:18,2026-06-08 11:13:18,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Eziama,Primary,Public,Local Government,Functional,Unknown,Unknown,0
72774341,01/01/1/1/1/0025,AB/01/351,,,,Eziama 2 Health Post,[],,101,1001,10005,1,1,1,1,,"Our Lady Queen of Nigeria Catholic Church Compound, Railway Aba",,7.353282,5.120663,8065786778,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,Yes,No,No,No,No,No,6,5,2026-06-08 11:13:17,2026-06-08 11:13:17,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Eziama,Primary,Public,Local Government,Functional,Unknown,Unknown,0
66477709,01/01/1/1/1/0003,AB/01/329,,,,Eziama Primary Health Centre,[],ABA North Health,101,1001,10005,1,1,1,3,,Aba North Head Quarter,,7.364565,5.127676,8037883580,8037883580,,,"Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,1,0,0,0,4,0,1,4,3,1,6,6,0,0,2,2,12,Yes,No,Yes,No,Yes,No,6,5,2026-06-08 11:13:16,2026-06-08 11:13:16,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Eziama,Primary,Public,Local Government,Functional,Unknown,Unknown,0
80255664,01/01/1/2/2/0027,AB/01/353,,,,Hospital Trinity Specialist Clinic And Maternity,[],,101,1001,10005,2,5,2,,,6c Eziama Off PZ  Company Gate,,7.367837,5.128581,833819116,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,1,0,0,0,9,1,2,1,2,0,1,0,0,0,0,4,13,Yes,No,Yes,No,No,No,6,5,2026-06-08 11:13:18,2026-06-08 11:13:18,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Eziama,Secondary,Private,For Profit,Functional,Registered,Licensed,0
52760596,01/01/1/1/1/0080,AB/01/406,,,,Industrial Primary Health Centre,[],,101,1001,10006,1,1,1,3,,"10, Independent street Aba",,7.376467,5.122954,7064590540,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,0,0,0,0,0,2,0,1,1,0,4,3,1,0,0,0,2,No,No,No,No,No,No,6,5,2026-06-08 11:13:30,2026-06-08 11:13:30,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Industrial,Primary,Public,Local Government,Functional,Unknown,Unknown,0
82592904,01/01/1/1/1/0004,AB/01/330,,,,Nigerian Brewery Plc Clinic Aba,[],,101,1001,10006,1,3,1,1,,Nigerian Brewery Plc Industrial Layout Aba,,7.373235,5.120011,0,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,6,5,2026-06-08 11:13:16,2026-06-08 11:13:16,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Industrial,Primary,Public,Federal Government,Functional,Unknown,Unknown,0
43803096,01/01/1/1/1/0090,AB/01/416,,,,Railway Health Post,[],,101,1001,10006,1,1,1,1,,Nigerian Railway Station Aba,,7.353282,5.120663,8064023416,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,1,No,No,No,No,No,No,6,5,2026-06-08 11:13:33,2026-06-08 11:13:33,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Industrial,Primary,Public,Local Government,Functional,Unknown,Unknown,0
53428652,01/01/1/2/2/0028,AB/01/354,MH/IM.321/1983,,,Ebemma Hospital,[],,101,1001,10007,2,5,2,,,Road 3 Ebenma Road Hill Top Ogbor Hill Aba,,7.384157,5.116938,8033220326,8036019421,ebenmahospital@yahoo.com,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,No,No,No,No,No,No,6,5,2026-06-08 11:13:18,2026-06-08 11:13:18,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
35581302,01/01/1/2/2/0077,AB/01/403,,,,God's Grace Maternity,[],,101,1001,10007,2,5,2,,,32Ezimba Street Ogbor Hill Aba,,7.399550,5.100755,7065188445,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,4,8,No,No,No,No,No,No,6,5,2026-06-08 11:13:28,2026-06-08 11:13:28,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
19944070,01/01/1/2/2/0097,AB/01/423,"Ow/017,019",,,Impact Hospital And Maternity,[],Impact,101,1001,10007,2,5,2,,,59b UKAEGBU ROAD Ogbor Hill Aba,,7.389614,5.118175,8033920609,8033920609,impacthospital@yahoo.com,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,3,1,0,1,3,0,1,1,3,0,0,0,0,0,0,4,15,Yes,No,Yes,No,Yes,No,6,5,2026-06-08 11:13:40,2026-06-08 11:13:40,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
29031743,01/01/1/2/2/0081,AB/01/407,,,,Jonex Hospital,[],,101,1001,10007,2,5,2,,,"11,Hariwe Street Off Ebemma Avenue Ogbor Hill Aba",,7.385201,5.117599,0,,,,Monday,24_Hours,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,6,5,2026-06-08 11:13:31,2026-06-08 11:13:31,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
23644017,01/01/1/2/2/0083,AB/01/409,,,,Koches Hospital,[],,101,1001,10007,2,5,2,,,"84,Ikot Ekpene Road Ogbor Hill Aba",,7.388295,5.113127,8063409947,,okochaogbonnaunya@gmail.com,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,10,No,No,No,No,No,No,6,5,2026-06-08 11:13:31,2026-06-08 11:13:31,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
83709218,01/01/1/2/2/0086,AB/01/412,,,,Mazpa Specialist Hospital,[],,101,1001,10007,2,5,2,,,10 Ukegbu Road Ogbor Hill Aba,,7.387367,5.116482,8068183916,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,12,Yes,No,Yes,No,No,No,6,5,2026-06-08 11:13:31,2026-06-08 11:13:31,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
14030596,01/01/1/2/2/0029,AB/01/355,,,,Nissi Foundation Hospital Maternity and Laboratory,[],,101,1001,10007,2,5,2,,,56b Umuoba Road .Ogbo_Hill Aba,,7.390745,5.113020,8038903474,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,9,1,1,1,2,1,0,1,3,1,2,1,8,1,2,3,0,0,0,8,20,No,No,No,No,No,No,6,5,2026-06-08 11:13:18,2026-06-08 11:13:18,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Secondary,Private,For Profit,Functional,Registered,Licensed,0
71992766,01/01/1/1/1/0006,AB/01/332,,,,Ogbor 1 Primary Health Centre,[],,101,1001,10007,1,1,1,3,,"Ogbor 1 Primary Health Center, Opposite SDA Church, Egege , Ogbor Hill Aba",,7.399550,5.100755,9071738190,,prciousanyanwu@gmail.com,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,0,0,0,0,0,8,0,4,0,3,2,7,4,6,0,5,3,2,No,No,No,No,No,No,6,5,2026-06-08 11:13:16,2026-06-08 11:13:16,5,2026-06-08 11:13:16,,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-approved via bulk import,5,2026-06-08 11:13:16,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Abia,Aba North,Ogbor 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
